track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRKA73D3869E9,0.589,0.496,4,-6.22,1,0.051,0.339,0.28,0.252,0.521,108.7,3
TRKFA52A5E000,0.397,0.75,11,-2.86,1,0.04,0.214,0.0,0.327,0.59,146.8,5
TRK112119DA42,0.537,0.766,6,-3.81,1,0.0,0.0,0.0,0.294,0.018,128.9,4
TRK04DBC42C94,0.261,0.983,1,-3.97,1,0.068,0.042,0.23,0.376,0.088,141.8,4
TRK6DD88CDCF9,0.377,0.866,2,-3.64,1,0.062,0.0,0.206,0.27,0.262,169.2,3
TRK86D44066A8,0.609,0.431,3,-4.04,1,0.104,0.233,0.2,0.031,0.262,76.6,5
TRK7936B0CA63,0.583,0.389,0,-7.92,0,0.091,0.382,0.0,0.118,0.52,92.7,4
TRKB2FC673BCD,0.439,0.414,1,-10.2,1,0.129,0.626,0.328,0.134,0.405,121.2,4
TRKA1275FBE57,0.848,0.697,3,-8.53,0,0.227,0.0,0.138,0.089,0.657,89.4,4
TRKB5B93DDC50,0.722,0.539,5,-8.63,1,0.293,0.093,0.0,0.241,0.557,89.2,3
TRK6A7F93FCCB,0.819,0.687,4,-4.74,1,0.032,0.196,0.0,0.137,0.629,120.3,4
TRK1BAFB446F9,0.668,0.451,3,-7.91,0,0.208,0.083,0.0,0.265,0.364,89.9,3
TRKD4334DD51C,0.515,0.884,7,-3.74,0,0.034,0.059,0.149,0.269,0.533,131.3,4
TRK6B7D48C88B,0.724,0.676,1,-8.55,0,0.148,0.038,0.0,0.237,0.364,104.9,4
TRK2BD79FF4FD,0.581,0.385,10,-12.64,1,0.028,0.407,0.605,0.078,0.433,69.9,5
TRK5CAB92D668,0.482,1.0,3,-4.07,1,0.059,0.0,0.101,0.3,0.591,160.6,4
TRKFD5E934119,0.482,0.51,5,-6.87,1,0.148,0.288,0.28,0.163,0.452,82.5,4
TRKB5B4DDF396,0.785,0.64,8,-5.15,1,0.073,0.0,0.0,0.062,0.612,101.9,4
TRKBDC648A47D,0.799,0.608,3,-4.03,0,0.052,0.161,0.0,0.117,0.517,94.3,4
TRKF8499CF53A,0.558,0.548,8,-6.85,1,0.004,0.334,0.0,0.127,0.528,105.7,4
TRK018C6DEB3A,0.75,0.196,6,-13.69,1,0.028,0.543,0.754,0.026,0.102,69.1,3
TRK17C8460F88,0.468,0.625,6,-6.81,1,0.043,0.492,0.08,0.163,0.448,95.3,4
TRK36052BA575,0.753,0.731,1,-5.08,1,0.0,0.069,0.129,0.199,0.629,117.0,4
TRK494A28F3EF,0.424,0.221,3,-16.31,0,0.0,0.946,0.86,0.116,0.354,139.2,4
TRKB26E2CF9A8,0.839,0.753,4,-5.01,0,0.066,0.244,0.078,0.161,0.663,113.6,4
TRKD74A00874B,0.612,0.895,0,-6.29,1,0.0,0.056,0.101,0.275,0.636,114.0,4
TRK3A69C16A0F,0.675,0.475,2,-8.44,0,0.107,0.188,0.0,0.115,0.38,121.4,4
TRK3D74B74718,0.648,0.246,10,-12.43,1,0.002,0.524,0.752,0.159,0.226,76.5,4
TRKFE1D2A3216,0.124,0.224,3,-20.71,0,0.083,1.0,0.719,0.118,0.644,106.2,4
TRK6CE73ED66B,0.65,0.653,0,-2.51,0,0.126,0.351,0.027,0.107,0.709,97.6,5
TRKC075659E86,0.538,0.514,10,-14.4,1,0.0,0.544,0.369,0.244,0.704,96.1,4
TRK4CA2B57232,0.524,0.516,0,-4.06,0,0.084,0.232,0.0,0.194,0.463,122.1,4
TRKFC1CDF1480,0.783,0.672,0,-8.26,1,0.227,0.172,0.0,0.268,0.411,103.2,4
TRKB242DA25BB,0.706,0.695,5,-11.05,1,0.112,0.0,0.0,0.141,0.424,114.9,4
TRK3FD5FF7058,0.544,0.277,7,-11.31,1,0.085,0.855,0.519,0.196,0.629,105.4,5
TRK4A9DB53002,0.765,0.389,9,-10.75,1,0.001,0.75,0.456,0.212,0.524,123.6,3
TRKCB7E99BB25,0.618,0.761,1,-5.3,0,0.134,0.12,0.0,0.108,0.556,76.7,4
TRKCC6B6F70BD,0.295,0.194,2,-11.36,1,0.003,0.288,0.594,0.098,0.312,97.7,4
TRKF383D9847B,0.689,0.716,6,-4.41,1,0.169,0.36,0.0,0.15,0.85,103.7,4
TRK593BDEBB53,0.845,0.701,1,-2.92,1,0.116,0.286,0.052,0.211,0.779,99.1,4
TRKF1AF70E7FC,0.476,0.409,3,-5.95,0,0.098,0.355,0.0,0.061,0.317,86.6,3
TRK3CBE92CAFA,0.443,0.467,4,-13.27,1,0.0,0.809,0.309,0.299,0.371,99.6,3
TRKA79E09C7AC,0.5,0.786,11,-5.85,1,0.095,0.0,0.045,0.096,0.345,135.6,4
TRKD83245F52C,0.558,0.457,8,-11.6,0,0.038,0.612,0.403,0.186,0.553,99.6,4
TRK4DC31DD578,0.801,0.776,5,-8.3,1,0.253,0.0,0.185,0.165,0.209,96.8,4
TRK106FC2659D,0.911,0.561,6,-8.47,0,0.194,0.0,0.0,0.252,0.488,91.0,4
TRKCAFFAD25CA,0.418,0.268,8,-12.62,1,0.065,0.544,0.516,0.181,0.482,69.4,4
TRK3627ADC1B3,0.519,0.648,3,-3.82,0,0.028,0.289,0.026,0.043,0.587,86.4,4
TRKE6A1C07539,0.394,0.92,11,-3.96,1,0.059,0.039,0.095,0.254,0.332,158.8,4
TRK75D55D34BF,0.289,0.913,11,-3.08,1,0.05,0.006,0.077,0.278,0.308,137.6,4
TRK1C9EA9C705,0.739,0.495,10,-5.71,0,0.015,0.346,0.0,0.053,0.649,123.8,4
TRKE14C6836A5,0.476,0.689,6,-5.84,1,0.0,0.457,0.0,0.048,0.371,110.5,4
TRK46AEE715A1,0.187,0.926,5,-6.66,1,0.095,0.082,0.075,0.213,0.323,138.4,4
TRKA7E6C7D836,0.683,0.491,10,-6.69,0,0.094,0.216,0.0,0.138,0.206,83.6,4
TRK325CB8E516,0.43,0.326,7,-6.36,1,0.09,0.221,0.044,0.101,0.13,76.7,4
TRK37025A2DB6,0.775,0.641,3,-6.26,1,0.145,0.225,0.079,0.307,0.468,143.2,4
TRKE3C739205F,0.73,0.671,3,-7.93,1,0.068,0.174,0.0,0.243,0.538,136.1,4
TRKAFA8129512,0.704,0.434,3,-12.66,0,0.0,0.75,0.716,0.0,0.501,81.1,4
TRKFE09055C67,0.454,0.957,4,-4.52,1,0.037,0.0,0.186,0.269,0.526,130.1,4
TRK0A39AFF07F,0.79,0.667,9,-5.96,0,0.127,0.118,0.031,0.139,0.63,116.4,4
TRK1E35D996B2,0.431,0.771,10,-5.03,1,0.02,0.0,0.077,0.16,0.38,138.2,4
TRKB1621CCEE1,0.752,0.687,9,-5.93,1,0.235,0.023,0.012,0.218,0.527,95.8,4
TRK1127181D9D,0.711,0.778,4,-4.93,1,0.0,0.207,0.159,0.265,0.473,120.5,4
TRKBED74DE2C2,0.66,0.724,0,-5.18,0,0.037,0.0,0.0,0.112,0.531,106.7,4
TRK42BB980A9D,0.572,0.497,7,-7.07,1,0.101,0.159,0.0,0.181,0.566,86.0,4
TRK8E0934E1B3,0.526,0.555,0,-6.04,1,0.055,0.095,0.0,0.094,0.413,94.6,4
TRKF38AF40936,0.291,0.693,8,-5.85,0,0.018,0.21,0.062,0.244,0.589,96.6,4
TRK159CBEAE3D,0.614,0.562,3,-5.45,1,0.14,0.134,0.123,0.197,0.563,108.5,4
TRK542A1EA60B,0.801,0.477,0,-7.05,1,0.224,0.282,0.019,0.183,0.377,103.8,4
TRK81DF7C6454,0.368,0.293,0,-9.81,1,0.032,0.541,0.363,0.136,0.548,86.6,4
TRKD359249EDA,0.464,0.216,11,-10.79,1,0.03,0.451,0.751,0.098,0.375,78.9,4
TRKB409C6913A,0.381,0.775,9,-4.96,1,0.056,0.0,0.068,0.337,0.414,73.0,3
TRK8A37DBED88,0.547,0.597,11,-6.2,1,0.076,0.282,0.065,0.141,0.464,94.5,3
TRK2AC52DD25B,0.249,0.179,4,-15.11,0,0.035,0.89,0.786,0.097,0.419,60.6,4
TRKE99112DCFC,0.88,0.601,0,-4.63,1,0.046,0.092,0.0,0.152,0.347,133.1,4
TRK448F2EC250,0.408,0.905,11,-3.0,1,0.075,0.271,0.114,0.146,0.416,124.3,4
TRKA358291921,0.68,0.574,10,-5.66,0,0.244,0.114,0.125,0.082,0.565,106.7,4
TRKD02D2F15EC,0.665,0.673,6,-3.92,1,0.067,0.201,0.108,0.241,0.377,115.7,4
TRK01F1C5BE46,0.484,0.961,7,-3.06,1,0.07,0.286,0.058,0.376,0.425,130.1,4
TRKC56FCE989A,0.685,0.791,11,-3.37,1,0.048,0.0,0.151,0.233,0.896,130.2,4
TRK213D523B3D,0.436,0.831,4,-4.27,1,0.063,0.233,0.195,0.192,0.199,114.8,4
TRK49C042E93D,0.806,0.694,11,-5.9,0,0.267,0.106,0.0,0.19,0.48,89.7,4
TRK45BC44C54B,0.689,0.594,11,-10.74,1,0.094,0.144,0.0,0.201,0.226,81.4,4
TRK07126E5504,0.344,0.761,5,-6.01,1,0.081,0.042,0.176,0.298,0.279,138.3,4
TRK09C2A4F659,0.716,0.782,7,-3.55,0,0.114,0.163,0.014,0.22,0.426,173.5,4
TRK47CD71A8B9,0.711,0.832,7,-4.86,0,0.136,0.0,0.05,0.223,0.437,170.7,4
TRK1F63A1C2C5,0.613,0.703,10,-4.46,1,0.102,0.142,0.0,0.201,0.753,152.0,4
TRK3CDC463985,0.428,0.364,8,-5.12,0,0.032,0.498,0.0,0.24,0.553,112.8,3
TRK1C95ADD37A,0.779,0.81,6,-4.8,1,0.084,0.123,0.069,0.128,0.683,103.2,4
TRK5CB39BE511,0.649,0.491,6,-5.31,1,0.077,0.291,0.11,0.204,0.308,79.2,4
TRK9F2326A364,0.787,0.642,2,-7.94,1,0.097,0.413,0.0,0.149,0.694,104.2,4
TRKE6A6F50203,0.71,0.653,2,-7.23,1,0.217,0.12,0.0,0.104,0.606,97.0,4
TRKE9DD667F41,0.327,0.868,8,-3.71,0,0.041,0.0,0.0,0.276,0.161,142.7,4
TRK1615AE7ACB,0.677,0.746,8,-6.66,0,0.122,0.238,0.165,0.086,0.518,149.6,4
TRK219E1357B8,0.64,0.611,7,-8.71,0,0.081,0.22,0.0,0.142,0.587,88.4,4
TRK60A87344B3,0.151,0.265,6,-14.22,1,0.054,0.783,0.774,0.194,0.223,125.4,4
TRKAC47DF4C58,0.671,0.518,1,-8.13,0,0.063,0.261,0.06,0.176,0.356,101.8,4
TRK4110C8EBBF,0.475,0.666,6,-6.31,0,0.167,0.235,0.0,0.079,0.739,107.2,4
TRKD76A331F33,0.594,0.828,10,-3.8,1,0.119,0.147,0.0,0.355,0.586,114.4,4
TRKAD2179F7D2,0.339,0.771,11,-5.38,1,0.079,0.0,0.175,0.248,0.733,139.0,4
TRKC1B09FB746,0.348,0.803,4,-2.71,0,0.027,0.14,0.091,0.478,0.431,139.5,4
TRK787A2F4A9C,0.218,0.97,6,-2.6,1,0.092,0.0,0.038,0.333,0.309,203.0,4
TRK271CB2BDA1,0.578,0.442,6,-4.69,1,0.0,0.017,0.061,0.258,0.342,107.8,4
TRK0B8BA52CB1,0.565,0.55,11,-6.05,0,0.0,0.593,0.001,0.152,0.691,77.2,4
TRK7F39817581,0.862,0.644,6,-2.86,1,0.062,0.0,0.0,0.165,0.63,106.1,4
TRKC1D72358DE,0.553,0.558,4,-3.14,0,0.095,0.099,0.047,0.113,0.594,101.2,4
TRK7263109DE3,0.538,0.424,4,-5.84,1,0.1,0.152,0.0,0.201,0.4,97.7,4
TRK5FA827765B,0.708,0.766,8,-4.78,1,0.091,0.084,0.053,0.149,0.751,98.0,4
TRKA6B5197767,0.68,0.791,11,-6.93,1,0.196,0.13,0.149,0.132,0.611,88.8,5
TRK963601AE95,0.768,0.657,1,-5.57,1,0.024,0.478,0.0,0.181,0.846,95.4,4
TRK354DB2776F,0.766,0.67,8,-6.23,0,0.167,0.218,0.0,0.047,0.816,82.7,4
TRKD8E9FE1DC7,0.437,0.748,3,-1.38,1,0.12,0.027,0.0,0.303,0.394,165.6,3
TRKB9786F08AF,0.806,0.279,9,-11.29,1,0.091,0.87,,0.214,0.577,82.1,4
TRK8162C179B9,0.713,0.887,9,-3.33,1,0.085,0.029,0.211,0.149,0.564,131.3,4
TRKBF81B0A17C,0.448,0.842,9,-3.56,1,0.025,0.049,0.106,0.177,0.283,124.5,4
TRK5691EE35EC,0.509,0.032,1,-12.16,1,0.002,0.412,0.566,0.16,0.684,85.6,4
TRK9BD9581336,0.68,0.401,7,-3.5,0,0.087,0.127,0.0,0.079,0.695,82.4,4
TRKBD7EBE1480,0.57,0.351,6,-7.48,1,0.114,0.223,0.115,0.11,0.385,77.3,4
TRK8084EB60EB,0.334,0.781,4,-3.85,0,0.067,0.214,0.25,0.345,0.182,135.3,4
TRKBC9720244D,0.581,0.711,10,-10.8,1,0.087,0.385,0.035,0.18,0.425,131.2,4
TRK955CB90AB9,0.749,0.602,11,-6.12,1,0.146,0.0,0.106,0.191,0.534,139.4,4
TRK7A901AB57D,0.576,0.653,11,-2.56,1,0.068,0.045,0.0,0.24,0.619,113.7,3
TRK78A4A0A3CD,0.764,0.786,3,-4.27,1,0.027,0.214,0.197,0.283,0.616,133.4,4
TRK9F0FDF2AD0,0.473,0.291,0,-15.47,1,0.0,0.614,0.646,0.198,0.542,72.3,4
TRKDBCD037CB0,0.68,0.557,3,-6.31,1,0.199,0.328,0.0,0.244,0.727,97.0,4
TRKCCF680FEF2,0.431,0.883,10,-6.66,1,0.066,0.055,0.151,0.317,0.186,150.6,4
TRK45FBC0DEAF,0.297,0.94,7,-3.35,1,0.076,0.028,0.224,0.314,0.378,138.8,4
TRK85D1DE2DC6,0.398,1.0,7,-4.22,1,0.028,0.0,0.167,0.277,0.385,135.2,4
TRK38895994FF,0.136,0.015,5,-15.1,1,0.072,1.0,0.863,0.239,0.31,94.8,4
TRK2577F12785,0.635,0.148,8,-13.45,0,0.097,0.652,0.605,0.119,0.101,61.8,4
TRKF01C518680,0.673,0.625,7,-8.02,1,0.027,0.388,0.038,0.173,0.573,108.1,4
TRKCD1CF818BE,0.31,0.823,6,-5.7,1,0.075,0.196,0.13,0.26,0.467,118.0,4
TRKCD265781F5,0.415,0.537,4,-3.2,1,0.031,0.218,0.023,0.188,0.485,119.0,4
TRK338598D4E6,0.781,0.789,8,-2.75,0,0.056,0.011,0.0,0.127,0.601,103.5,4
TRK9168041F8A,0.414,0.707,4,-5.03,1,0.058,0.284,0.175,0.172,0.604,117.4,3
TRKCCE00AED28,0.707,0.926,6,-2.38,1,0.082,0.04,0.095,0.324,0.66,136.0,4
TRKA6865FD0C5,0.73,0.256,11,-13.17,0,0.087,0.557,0.507,0.119,0.572,75.2,4
TRKCD54254A6B,0.455,0.187,2,-9.13,1,0.048,0.552,0.517,0.198,0.064,68.9,4
TRK3F6D5EE8B0,0.581,0.237,2,-12.82,0,0.014,0.693,0.562,0.092,0.28,67.3,4
TRK418AC4E27A,0.502,0.619,9,-4.09,1,0.08,0.17,0.176,0.277,0.346,121.0,4
TRK2091BAFDF7,0.721,0.787,6,-5.63,1,0.011,0.09,0.0,0.159,0.645,102.9,4
TRKAE42C39592,0.557,0.751,8,-1.66,1,0.1,0.0,0.0,0.127,0.585,96.0,4
TRK2B06FDA491,1.0,0.657,3,-5.94,1,0.02,0.165,0.0,0.093,0.91,112.2,4
TRK970F41E6A2,0.078,0.368,5,-14.45,0,0.074,0.941,0.754,0.153,0.371,62.6,4
TRK42ACBD29A2,0.704,0.76,7,-6.29,0,0.105,0.209,0.106,0.099,0.844,106.9,4
TRK5CF7A26C0A,0.633,0.447,10,-7.1,1,0.09,0.277,0.046,0.096,0.773,94.5,4
TRKC607417583,0.457,0.768,7,-6.38,0,0.048,0.11,0.063,0.203,0.328,,4
TRKE7FEB615D9,0.628,0.836,4,-3.65,1,0.105,0.055,0.0,0.22,0.679,112.3,4
TRKE91635D040,0.334,0.509,4,-9.36,1,0.024,0.263,0.0,0.192,0.354,107.4,4
TRK88CEAF6233,0.428,0.727,11,-8.3,0,0.0,0.179,0.141,0.09,0.483,112.5,4
TRK03AA15ED7A,0.529,0.542,4,-8.33,0,0.093,0.293,0.071,0.252,0.344,95.7,5
TRKE68778A119,0.706,0.609,0,-1.39,1,0.08,0.007,0.0,0.111,0.684,107.7,3
TRKFC8EBE475C,0.736,0.493,1,-8.2,1,0.102,0.322,0.0,0.018,0.505,84.0,4
TRK5FB08DC002,0.491,0.551,0,-4.77,1,0.171,0.067,0.0,0.235,0.416,104.4,4
TRK4253471B34,0.824,0.598,1,-7.59,1,0.27,0.274,0.0,0.074,0.5,94.1,4
TRKF4D0A31254,0.426,0.832,9,-5.12,1,0.0,0.0,0.0,0.345,0.684,99.7,4
TRK5454C14F42,0.3,0.687,5,-8.25,0,0.072,0.056,0.042,0.245,0.353,115.3,4
TRK286462299D,0.87,0.439,0,-7.83,0,0.058,0.286,0.0,0.159,0.505,81.4,4
TRK0836FBA8C6,0.732,0.5,11,-5.99,1,0.0,0.243,0.0,0.166,0.523,120.4,4
TRKCA858561CA,0.901,0.843,5,-2.79,0,0.143,0.0,0.0,0.134,0.618,102.6,5
TRK1A8A1461FC,0.474,0.635,4,-5.58,0,0.094,0.01,0.207,0.247,0.496,93.7,4
TRK67B717023D,0.817,0.745,5,-6.02,1,0.097,0.215,0.15,0.074,0.674,104.3,4
TRKB88A2886F4,0.353,0.291,0,-15.48,1,0.0,0.86,0.803,0.115,0.541,113.4,4
TRK8BD65F2C69,0.722,0.747,8,-3.19,1,0.055,0.0,0.118,0.168,0.488,125.4,4
TRK92138260C6,0.566,0.463,0,-6.23,0,0.0,0.538,0.0,0.097,0.704,112.1,4
TRK534F4C1EE2,0.69,0.75,1,-7.72,1,0.113,0.0,0.163,0.333,0.57,131.5,4
TRK589A457070,0.611,0.814,9,-2.42,1,0.122,0.175,0.076,0.201,0.421,140.9,4
TRKD3F32A9C4B,0.833,0.713,6,-4.83,0,0.092,0.142,0.0,0.145,0.453,107.7,5
TRK597556E178,0.696,0.826,11,-8.23,1,0.058,0.165,0.148,0.063,0.694,101.1,5
TRK417A37236D,0.473,0.365,11,-5.67,1,0.135,0.128,0.0,0.0,0.366,86.7,4
TRKE3242796A9,0.217,0.837,10,-3.3,0,0.102,0.046,0.262,0.263,0.581,120.3,4
TRKF790A00EC2,0.671,0.613,1,-8.59,1,0.016,0.545,0.0,0.25,0.802,119.6,4
TRK03A4F18D93,0.723,0.726,3,-6.01,0,0.212,0.156,0.034,0.204,0.469,111.7,4
TRK5ECF19C035,0.545,0.696,10,-7.96,1,0.05,0.405,0.0,0.21,0.552,81.9,3
TRK0E111F0A76,0.413,0.728,4,-4.57,1,0.009,0.451,0.089,0.18,0.549,110.8,4
TRK8A13B60C31,0.54,0.836,8,-5.32,1,0.067,0.143,0.095,0.316,0.362,140.0,3
TRKB4DD51BA07,0.633,0.616,11,-5.85,1,0.08,0.152,0.035,0.25,0.542,130.9,4
TRK2429FB98D3,0.639,0.687,8,-2.84,1,0.053,0.0,0.0,0.202,0.31,140.6,4
TRKEEF5B280CA,0.469,0.963,2,-0.98,0,0.093,0.006,0.088,0.247,0.221,93.1,4
TRKABFFB6DE47,0.628,0.644,9,-6.06,1,0.259,0.141,0.0,0.108,0.39,105.6,4
TRK930D5253CE,0.798,0.615,9,-5.36,1,0.115,0.058,0.152,0.126,0.851,107.7,4
TRK78318D6A5D,0.212,0.87,7,-3.13,1,0.043,0.042,0.067,0.246,0.338,128.8,4
TRK9BB72A4A81,0.728,0.603,9,-7.72,1,0.22,0.282,0.0,0.142,0.43,120.0,4
TRKA034AE6829,0.686,0.497,6,-6.9,1,0.141,0.265,0.0,0.149,0.375,91.6,4
TRK775B9D5606,0.36,0.772,8,-2.78,1,0.036,0.134,0.02,0.247,0.367,148.8,4
TRK75B379BF6D,0.539,0.598,10,-5.32,1,0.095,0.197,0.077,0.229,0.496,84.0,4
TRK32B87BE691,0.684,0.489,7,-8.57,1,0.254,0.0,0.076,0.048,0.697,96.5,5
TRKFCB6754F11,0.847,0.851,0,-6.04,1,0.021,0.348,0.138,0.146,0.453,94.3,4
TRK1B31331782,0.829,0.534,10,-6.83,1,0.31,0.0,0.022,0.289,0.554,104.4,4
TRK6D336D982A,0.8,0.718,0,-8.16,0,0.241,0.318,0.0,0.221,0.45,103.1,4
TRK1CD409ACE3,0.966,0.335,1,-9.32,1,0.277,0.095,0.145,0.181,0.418,110.7,4
TRKB969271167,0.596,0.883,1,-4.37,0,0.069,0.045,0.2,0.231,0.712,115.9,4
TRK3B00385D24,0.558,0.805,10,-2.3,1,0.005,0.0,0.0,0.25,0.375,118.1,4
TRK07D4EFA9EA,0.837,0.796,8,-6.76,0,0.14,0.082,0.108,0.162,0.523,102.0,4
TRK88090C3E30,0.595,0.535,3,-6.39,0,0.121,0.347,0.0,0.085,0.387,88.5,4
TRK1D8621FD39,0.687,0.736,1,-2.63,0,0.133,0.33,0.0,0.179,0.683,114.0,4
TRK9B0879E8C0,0.581,0.795,2,-1.45,0,0.051,0.0,0.223,0.211,0.585,137.6,4
TRK5C11BE3DF9,0.782,0.803,10,-5.86,1,0.091,0.239,0.0,0.151,0.785,119.5,4
TRKC30D78D7D6,0.512,0.783,8,-8.34,1,0.068,0.07,0.135,0.305,0.508,118.2,4
TRKC3018C3999,0.717,0.668,2,-5.6,0,0.158,0.078,0.114,0.171,0.508,149.0,4
TRKCE29AEDDC7,0.319,0.926,7,-2.8,1,0.024,0.0,0.0,0.299,0.124,116.7,4
TRKECDF532B18,0.229,0.216,7,-14.3,1,0.06,0.999,0.744,0.107,0.22,108.5,4
TRKBA4BBD75B7,0.539,0.439,8,-8.03,1,0.088,0.24,0.018,0.083,0.83,96.3,4
TRK693A654580,0.255,0.867,2,-3.28,0,0.037,0.0,0.216,0.371,0.095,159.3,4
TRK3B8C205332,0.606,0.55,7,-6.8,1,0.034,0.282,0.0,0.218,0.73,112.7,4
TRKCDD3368FCB,0.797,0.944,11,-3.72,1,0.019,0.0,0.156,0.232,0.509,130.6,3
TRKA350B5F77D,0.677,0.798,0,-3.22,1,0.104,0.164,0.0,0.105,0.683,94.5,4
TRK0456D6B2B7,0.767,0.824,3,-4.83,1,0.06,0.147,0.194,0.206,0.562,126.0,4
TRKF4FD854012,0.729,0.537,6,-9.72,1,0.167,0.144,0.125,0.073,0.628,89.7,4
TRKF781F2C47C,0.814,0.652,9,-9.18,0,0.25,0.0,0.017,0.201,0.481,108.6,4
TRK17FF648D67,0.615,0.458,0,-8.4,0,0.046,0.303,0.0,0.102,0.309,96.7,4
TRKA685619773,0.509,0.501,7,-8.83,0,0.067,0.51,0.084,0.092,0.444,136.4,4
TRK021BE0289F,0.89,0.625,11,-4.57,0,0.227,0.245,0.0,0.17,0.405,109.0,4
TRK702F2E1728,0.475,0.441,1,-12.7,1,0.025,0.69,0.438,0.241,0.516,102.1,5
TRK4A3FE8A07A,0.519,0.342,1,-7.3,1,0.093,0.481,0.386,0.083,0.525,57.5,4
TRKF7F6BD8C05,0.699,0.766,1,-5.95,1,0.061,0.189,0.0,0.093,0.365,138.4,4
TRK31B9701C5B,0.307,0.386,0,-14.56,0,0.007,1.0,0.795,0.066,0.373,160.9,4
TRK0F949276D1,0.596,0.654,8,-4.31,1,0.127,0.255,0.072,0.117,0.703,93.0,4
TRKD5EA4A2C3A,0.685,0.806,0,-4.6,0,0.0,0.21,0.0,0.198,0.542,129.6,4
TRKE5585FC999,0.665,0.659,0,-7.47,1,0.07,0.053,0.021,0.136,0.778,96.9,4
TRK9483EA3647,0.562,0.797,1,-5.11,1,0.038,0.129,0.0,0.143,0.396,134.0,4
TRKF0B58540D0,0.743,0.829,6,-1.49,1,0.054,0.086,0.167,0.277,0.397,123.8,3
TRK9002DCA5C1,0.543,0.79,2,-5.97,1,0.112,0.13,0.207,0.233,0.404,136.1,4
TRK590FF5D58B,0.382,0.536,5,-11.93,0,0.045,0.307,0.488,0.078,0.207,71.2,4
TRK05942768AA,0.406,0.79,7,-4.38,1,0.083,0.0,0.0,0.277,0.284,166.2,4
TRK86045AF267,0.769,0.621,0,-3.97,1,0.185,0.034,0.148,0.169,0.711,80.2,3
TRK5CD3816852,0.768,0.633,7,-3.55,1,0.033,0.078,0.047,0.179,0.706,96.9,3
TRK67C727D4F3,0.798,0.611,0,-4.19,0,0.102,0.195,0.0,0.094,0.645,142.8,4
TRKFA84C6DECB,0.699,0.751,11,-7.63,1,0.058,0.216,0.035,0.166,0.699,102.1,4
TRKC80839A74C,0.387,0.941,11,-3.36,1,0.094,0.02,0.142,0.225,0.396,146.5,4
TRK6CB5F7A981,0.95,0.685,1,-3.49,1,0.057,0.216,0.17,0.212,0.406,116.1,4
TRK23C07223CC,0.336,0.298,2,-18.7,1,0.0,0.742,0.906,0.149,0.442,106.3,3
TRKA589FAE298,0.755,0.622,6,-3.6,1,0.036,0.154,0.037,0.106,0.673,106.2,4
TRK29A904B820,0.887,0.825,0,-4.42,1,0.067,0.259,0.176,0.155,0.752,128.7,4
TRK563FB415E0,0.665,0.776,11,-6.16,0,0.068,0.158,0.0,0.105,0.842,105.3,4
TRKB0D45D616B,0.661,0.636,4,-5.19,0,0.163,0.344,0.073,0.141,0.273,79.8,4
TRKFFF7E9BEB4,0.754,0.454,11,-5.24,1,0.083,0.147,0.0,0.153,0.52,90.3,4
TRKA47A313C54,0.413,0.335,0,-8.35,0,0.087,0.083,0.0,0.131,0.439,97.2,4
TRK533154CA0E,0.419,0.169,4,-16.02,1,0.023,1.0,0.908,0.095,0.273,124.7,4
TRKF7BDF3840B,0.622,0.73,1,-4.1,0,0.174,0.0,0.0,0.3,0.543,137.3,4
TRKB7C0219D48,0.709,0.545,9,-8.09,1,0.093,0.131,0.011,0.098,0.372,100.4,4
TRK6A46A195E5,0.433,1.0,1,-3.43,1,0.036,0.115,0.149,0.299,0.1,161.5,4
TRK4ACA5F59B5,0.661,0.568,6,-4.41,0,0.254,0.0,0.005,0.221,0.474,92.0,4
TRK8478AFD3E4,0.551,0.641,8,-7.35,1,0.023,0.126,0.0,0.115,0.625,124.1,4
TRKF9ADA36609,0.628,0.854,9,-6.52,1,0.061,0.365,0.042,0.217,0.712,104.8,4
TRK8604ADBDEA,0.625,0.653,7,-4.31,1,0.076,0.203,0.138,0.087,0.764,126.7,4
TRK0FE092CCE9,0.503,0.595,9,-6.11,1,0.094,0.281,0.0,0.115,0.497,88.9,4
TRK0EC89698D4,0.753,0.667,6,-4.37,1,0.016,0.093,0.234,0.135,0.555,107.2,4
TRKE782AB2745,0.589,0.539,10,-7.49,1,0.102,0.078,,0.124,0.468,107.6,4
TRK41E197B19F,0.524,0.613,4,-8.2,1,0.131,0.331,0.0,0.092,0.569,97.6,4
TRK16F8DA0E72,0.761,0.676,5,-4.95,1,0.193,0.0,0.0,0.161,0.47,109.9,4
TRK57025EA232,0.682,0.555,8,-6.59,1,0.059,0.03,0.155,0.204,0.616,102.6,4
TRKF7665B6FF5,0.383,0.971,5,-2.9,1,0.0,0.226,0.077,0.347,0.381,133.7,4
TRK09829B2BF2,0.612,0.47,0,-7.14,1,0.113,0.039,0.075,0.098,0.625,96.5,4
TRK2A5137F2E0,0.769,0.642,7,-2.76,1,0.115,0.261,0.0,0.087,0.836,95.5,4
TRK2B06082C1A,0.57,0.884,7,-3.42,1,0.158,0.049,0.132,0.244,0.414,,4
TRK22F0F4717F,0.795,0.626,2,-9.14,1,0.04,0.207,0.11,0.199,0.736,105.4,4
TRK1191F428E3,0.82,0.986,10,-3.53,1,0.014,0.0,0.078,0.138,0.761,120.1,4
